citekey,title,toolname,year,venue,artifact_type,primary_stage,primary_label,QAC1,QAC2,QAC3,QAC4,QAC5,QAC_total,secondary_labels,technique_tags,layer_tag,vuln_type,coding_basis,evidence_source,evidence_span,evidence_charspan,matched_cue,rule_id,notes,QAC_total_3,qac_basis,needs_manual_qac_review,qc_primary_single,qc_evidence_nonempty,qc_secondary_delimiter_ok,needs_abstract_review,needs_labelset_validation,tax_level1,tax_level2,tax_level3,tax_level4,tax_level5,tax_path_full,tax_alt_paths,tax_source,QAC_pass_total_ge4,QAC_threshold
PatchDiscovery_2023,PatchDiscovery: Patch Presence Test for Identifying Binary Vulnerabilities Based on Key Basic Blocks,PatchDiscovery,2023,IEEE Transactions on Software Engineering,study,VM.FI,VM.FI,1,1,1,1,1,5,,,System,,title-only,title,PatchDiscovery: Patch Presence Test for Identifying Binary Vulnerabilities Based on Key Basic Blocks,title:16-30,patch presence; patch,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Fix Identification,Patch Finding,,,,Fix Identification > Patch Finding,,taxonomy_figure,TRUE,4
Plumber_2023,Plumber: Boosting the Propagation of Vulnerability Fixes in the npm Ecosystem,Plumber,2023,IEEE Transactions on Software Engineering,method/tool,VM.VR,VM.VR.PP,1,1,1,0,1,4,VM.VD,GNN,System,,title-only,title,Plumber: Boosting the Propagation of Vulnerability Fixes in the npm Ecosystem,title:22-30,propagat; gat,R1,"Multiple stage cues in title: VM.VR, VM.VD; primary chosen by heuristic.",3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Repair,Patch propagation,,,,Vulnerability Repair > Patch propagation,,taxonomy_figure,TRUE,4
TANG2023CSGVD,CSGVD: A deep learning approach combining sequence and graph embedding for source code vulnerability detection,CSGVD,2023,Journal of Systems and Software,method/tool,VM.VD,VM.VD.GVD.S.LB.GRAPH,1,1,1,1,1,5,,Program graphs; Token encoder,,,title-only,title,CSGVD: A deep learning approach combining sequence and graph embedding for source code vulnerability detection,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
al_2023,SQIRL: Grey-box detection of SQL injection vulnerabilities using reinforcement learning,SQIRL,2023,Proceedings of the 32nd USENIX Conference on Security Symposium,dataset/benchmark,,,1,1,1,1,0,4,,,,,resource,title,SQIRL: Grey-box detection of SQL injection vulnerabilities using reinforcement learning,,,,Dataset/benchmark resource; excluded from VM-stage assignment in taxonomy coding.,5,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Web-facing vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,,taxonomy_figure,TRUE,4
amusuo2023systematically,Systematically detecting packet validation vulnerabilities in embedded network stacks,EmNetTest,2023,2023 38th IEEE/ACM International Conference on Automated Software Engineering (ASE),method/tool,VM.VD,VM.VD.LSVD.NET.IMPL,1,1,1,0,1,4,,,Network,,title-only,title,Systematically detecting packet validation vulnerabilities in embedded network stacks,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Network layer,Network implementation vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Network layer > Network implementation vulnerabilities,,taxonomy_figure,TRUE,4
cao2023learning,Learning to detect memory-related vulnerabilities,MVD+,2023,ACM Transactions on Software Engineering and Methodology,study,VM.VD,VM.VD.LSVD.SYS,1,1,1,1,1,5,,,System,,title-only,title,Learning to detect memory-related vulnerabilities,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Memory-related vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Memory-related vulnerabilities,,taxonomy_figure,TRUE,4
cao2023oddfuzz,Oddfuzz: Discovering java deserialization vulnerabilities via structure-aware directed greybox fuzzing,ODDFUZZ,2023,2023 IEEE Symposium on Security and Privacy (SP),study,unclear,unclear,1,1,1,1,1,5,,Fuzzing,Middleware,,title-only,title,Oddfuzz: Discovering java deserialization vulnerabilities via structure-aware directed greybox fuzzing,title:3-7,fuzz; fuzzing; greybox,R3,Title-only evidence insufficient for stage; keep as unclear.,3,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,API and logic vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > API and logic vulnerabilities,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Ecosystem-specific vulnerabilities,taxonomy_figure,TRUE,4
christou2023ivysyn,$\{$IvySyn$\}$: Automated vulnerability discovery in deep learning frameworks,IvySyn,2023,32nd USENIX Security Symposium (USENIX Security 23),method/tool,VM.VD,VM.VD.LSVD.MW.DL,1,1,1,1,0,4,,,Middleware,,title-only,title,$\{$IvySyn$\}$: Automated vulnerability discovery in deep learning frameworks,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Middleware layer,Deep learning frameworks,,Vulnerability Detection > Layer-specific Vulnerability Detection > Middleware layer > Deep learning frameworks,,taxonomy_figure,TRUE,4
defihacklabs2023,DeFi Hacks Reproduce - Foundry,DeFiHackLabs,2023,\url{https://github.com/SunWeb3Sec/DeFiHackLabs},study,unclear,unclear,0,1,1,1,1,4,,,Smart contract,,title-only,title,DeFi Hacks Reproduce - Foundry,title:0-4,defi,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,unclear,,,,,,,primary_stage_only,TRUE,4
deng2023differential,Differential testing of cross deep learning framework $\{$APIs$\}$: Revealing inconsistencies and vulnerabilities,TENSORSCOPE,2023,32nd USENIX Security Symposium (USENIX Security 23),method/tool,unclear,unclear,0,1,1,1,1,4,,,Application,,title-only,title,Differential testing of cross deep learning framework $\{$APIs$\}$: Revealing inconsistencies and vulnerabilities,,,R3,Title-only evidence insufficient for stage; keep as unclear.,1,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Middleware layer,Deep learning frameworks,,Vulnerability Detection > Layer-specific Vulnerability Detection > Middleware layer > Deep learning frameworks,,taxonomy_figure,TRUE,4
dunlap2023finding,Finding fixed vulnerabilities with off-the-shelf static analysis,DAA,2023,2023 IEEE 8th European Symposium on Security and Privacy (EuroS&P),study,VM.VD,VM.VD.GVD,1,1,1,1,1,5,,Static analysis,,,title-only,title,Finding fixed vulnerabilities with off-the-shelf static analysis,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Fix Identification,Silent fix identification,,,,Fix Identification > Silent fix identification,,taxonomy_figure,TRUE,4
fu2023vulexplainer,Vulexplainer: A transformer-based hierarchical distillation for explaining vulnerability types,VulExplainer,2023,IEEE Transactions on Software Engineering,study,VM.VD,VM.VD.GVD.S.LB.SEQ,1,1,1,1,0,4,VM.VA,Token encoder,,,title-only,title,Vulexplainer: A transformer-based hierarchical distillation for explaining vulnerability types,title:3-10,explain,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Classification and Interpretation,,,,Vulnerability Analysis > Classification and Interpretation,,taxonomy_figure,TRUE,4
ghaleb2023achecker,Achecker: Statically detecting smart contract access control vulnerabilities,AChecker,2023,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),study,VM.VD,VM.VD.SC.S,1,1,1,1,1,5,,Static analysis,Smart contract,,title-only,title,Achecker: Statically detecting smart contract access control vulnerabilities,title:31-45,smart contract,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
gritti2023confusum,Confusum contractum: Confused deputy vulnerabilities in ethereum smart contracts,Confusum Contractum,2023,32nd USENIX Security Symposium (USENIX Security 23),study,unclear,unclear,0,1,1,1,1,4,,,Smart contract,,title-only,title,Confusum contractum: Confused deputy vulnerabilities in ethereum smart contracts,title:65-79,smart contract; ethereum,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
gross2023fuzzilli,FUZZILLI: Fuzzing for JavaScript JIT Compiler Vulnerabilities.,FUZZILLI,2023,NDSS,study,unclear,unclear,0,1,1,1,1,4,,Fuzzing,Middleware,,title-only,title,FUZZILLI: Fuzzing for JavaScript JIT Compiler Vulnerabilities.,title:0-4,fuzz; fuzzing,R3,Title-only evidence insufficient for stage; keep as unclear.,3,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,System layer,Binary code & compiler vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > System layer > Binary code & compiler vulnerabilities,,taxonomy_figure,TRUE,4
kang2023scaling,Scaling javascript abstract interpretation to detect and exploit node. js taint-style vulnerability,FAST,2023,2023 IEEE Symposium on Security and Privacy (SP),study,VM.VD,VM.VD.LSVD.MW.JAVA,1,0,1,1,1,4,VM.VA,Taint analysis,Middleware,,title-only,title,Scaling javascript abstract interpretation to detect and exploit node. js taint-style vulnerability,title:28-37,interpret,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Ecosystem-specific vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Ecosystem-specific vulnerabilities,,taxonomy_figure,TRUE,4
kong2023defitainter,Defitainter: Detecting price manipulation vulnerabilities in defi protocols,DeFiTainter,2023,Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,study,VM.VD,VM.VD.SC.S,1,1,1,1,0,4,,Taint analysis,Smart contract,,title-only,title,Defitainter: Detecting price manipulation vulnerabilities in defi protocols,title:0-4,defi,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
liao2023smartstate,Smartstate: Detecting state-reverting vulnerabilities in smart contracts via fine-grained state-dependency analysis,SmartState,2023,Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,study,VM.VD,VM.VD.SC.S,1,1,1,1,1,5,VM.VA,,Smart contract,,title-only,title,Smartstate: Detecting state-reverting vulnerabilities in smart contracts via fine-grained state-dependency analysis,title:57-71,smart contract,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
liu2023demystifying,Demystifying rce vulnerabilities in llm-integrated apps. arXiv 2023,LLMSmith,2023,arXiv preprint arXiv:2309.02926,study,unclear,unclear,1,1,1,1,0,4,,LLM,,,title-only,title,Demystifying rce vulnerabilities in llm-integrated apps. arXiv 2023,title:36-39,llm,R3,Title-only evidence insufficient for stage; keep as unclear.,2,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,API and logic vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > API and logic vulnerabilities,,taxonomy_figure,TRUE,4
luo2023vulhawk,VulHawk: Cross-architecture vulnerability detection with entropy-based binary code search.,VulHawk,2023,NDSS,study,VM.VD,VM.VD.LSVD.SYS.BIN,1,1,1,1,1,5,,,System,,title-only,title,VulHawk: Cross-architecture vulnerability detection with entropy-based binary code search.,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Cross-scope and recurring vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Cross-scope and recurring vulnerabilities,,taxonomy_figure,TRUE,4
lyu2023chronos,Chronos: Time-aware zero-shot identification of libraries from vulnerability reports,CHRONOS,2023,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),study,VM.VD,VM.VD.LSVD.SYS,1,1,1,1,0,4,VM.VA,,System,,title-only,title,Chronos: Time-aware zero-shot identification of libraries from vulnerability reports,,,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Artifact Analysis,,,,Vulnerability Analysis > Artifact Analysis,,taxonomy_figure,TRUE,4
mirsky2023vulchecker,$\{$VulChecker$\}$: Graph-based vulnerability localization in source code,VulChecker,2023,32nd USENIX Security Symposium (USENIX Security 23),study,VM.VD,VM.VD.GVD.S.GA,1,1,0,1,1,4,,Program graphs,,,title-only,title,$\{$VulChecker$\}$: Graph-based vulnerability localization in source code,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
ni2023fva,Fva: Assessing function-level vulnerability by integrating flow-sensitive structure and code statement semantic,FVA; FVA function-level set,2023,2023 IEEE/ACM 31st International Conference on Program Comprehension (ICPC),study,VM.VD,VM.VD.GVD,1,1,1,1,1,5,,,,,title-only,title,Fva: Assessing function-level vulnerability by integrating flow-sensitive structure and code statement semantic,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Assessment and Prioritization,,,,Vulnerability Analysis > Assessment and Prioritization,,taxonomy_figure,TRUE,4
pan2023fine,Fine-grained commit-level vulnerability type prediction by CWE tree structure,TREEVUL; SRC (commit-level CWE),2023,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),study,VM.FI,VM.FI,1,0,1,1,1,4,VM.VD,,,,title-only,title,Fine-grained commit-level vulnerability type prediction by CWE tree structure,title:13-25,commit-level; commit,R1,"Multiple stage cues in title: VM.FI, VM.VD; primary chosen by heuristic.",0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Classification and Interpretation,,,,Vulnerability Analysis > Classification and Interpretation,,taxonomy_figure,TRUE,4
qian2023cross,Cross-Modality Mutual Learning for Enhancing Smart Contract Vulnerability Detection on Bytecode,EST,2023,Proceedings of the ACM Web Conference,study,VM.VD,VM.VD.SC.S,1,1,1,1,1,5,,,Smart contract,,title-only,title,Cross-Modality Mutual Learning for Enhancing Smart Contract Vulnerability Detection on Bytecode,title:45-59,smart contract,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Static approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Static approach,,primary_label_code,TRUE,4
qian2023demystifying,"Demystifying random number in ethereum smart contract: Taxonomy, vulnerability identification, and attack detection",RNVulDet,2023,IEEE Transactions on Software Engineering,study,VM.VD,VM.VD.SC.S,1,1,1,1,1,5,,,Smart contract,,title-only,title,"Demystifying random number in ethereum smart contract: Taxonomy, vulnerability identification, and attack detection",title:39-53,smart contract; ethereum,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Dynamic approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Dynamic approach,,taxonomy_figure,TRUE,4
sendner2023smarter,Smarter Contracts: Detecting Vulnerabilities in Smart Contracts with Deep Transfer Learning.,ESCORT,2023,NDSS,study,VM.VD,VM.VD.SC.S,1,1,1,0,1,4,,,Smart contract,,title-only,title,Smarter Contracts: Detecting Vulnerabilities in Smart Contracts with Deep Transfer Learning.,title:48-62,smart contract,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Static approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Static approach,,taxonomy_figure,TRUE,4
song2023pkvic,PKVIC: Supplement missing software package information in security vulnerability reports,PKVIC,2023,IEEE Transactions on Dependable and Secure Computing,study,VM.VD,VM.VD.GVD,0,1,1,1,1,4,VM.VA,,,,title-only,title,PKVIC: Supplement missing software package information in security vulnerability reports,,,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Artifact Analysis,,,,Vulnerability Analysis > Artifact Analysis,,taxonomy_figure,TRUE,4
su2023defiwarder,Defiwarder: Protecting defi apps from token leaking vulnerabilities,DeFiWarder,2023,2023 38th IEEE/ACM International Conference on Automated Software Engineering (ASE),study,unclear,unclear,1,1,1,1,1,5,,Token encoder,Smart contract,,title-only,title,Defiwarder: Protecting defi apps from token leaking vulnerabilities,title:0-4,defi,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
van2023scripted,Scripted Henchmen: Leveraging XS-Leaks for Cross-Site Vulnerability Detection,Scripted Henchmen,2023,2023 IEEE Security and Privacy Workshops \(SPW\),study,VM.VD,VM.VD.LSVD.SYS,1,1,1,1,0,4,,,System,,title-only,title,Scripted Henchmen: Leveraging XS-Leaks for Cross-Site Vulnerability Detection,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,XSS vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > XSS vulnerabilities,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,taxonomy_figure,TRUE,4
vasquez2023most,The most dangerous codec in the world: Finding and exploiting vulnerabilities in h. 264 decoders,H26FORGE,2023,32nd USENIX Security Symposium (USENIX Security 23),study,VM.VD,VM.VD.LSVD.SYS,0,1,1,1,1,4,,,System,,title-only,title,The most dangerous codec in the world: Finding and exploiting vulnerabilities in h. 264 decoders,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Dynamic approach,Fuzzing,,Vulnerability Detection > General Vulnerability Detection > Dynamic approach > Fuzzing,,taxonomy_figure,TRUE,4
wang2023RENGAR,Effective ReDoS Detection by Principled Vulnerability Modeling and Exploit Generation,RENGAR,2023,2023 IEEE Symposium on Security and Privacy (SP),study,VM.VD,VM.VD.LSVD.NET.REDOS,1,1,1,1,0,4,,,Network,ReDoS,title-only,title,Effective ReDoS Detection by Principled Vulnerability Modeling and Exploit Generation,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Network layer,ReDoS vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Network layer > ReDoS vulnerabilities,,taxonomy_figure,TRUE,4
wang2023deepvd,Deepvd: Toward class-separation features for neural network vulnerability detection,DeepVD,2023,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),study,VM.VD,VM.VD.LSVD.NET.IMPL,1,1,1,1,1,5,,,Network,,title-only,title,Deepvd: Toward class-separation features for neural network vulnerability detection,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
wen2023less,When less is enough: Positive and unlabeled learning model for vulnerability detection,PILOT,2023,2023 38th IEEE/ACM International Conference on Automated Software Engineering (ASE),study,VM.VD,VM.VD.LSVD.SYS,0,1,1,1,1,4,,,System,,title-only,title,When less is enough: Positive and unlabeled learning model for vulnerability detection,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Sequence representation,,taxonomy_figure,TRUE,4
wen2023meta,Meta-path based attentional graph learning model for vulnerability detection,MAGNET,2023,IEEE Transactions on Software Engineering,study,VM.VD,VM.VD.GVD.S.LB.GRAPH,1,1,0,1,1,4,,Program graphs,,,title-only,title,Meta-path based attentional graph learning model for vulnerability detection,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
wen2023vulnerability,Vulnerability detection with graph simplification and enhanced graph representation learning,AMPLE,2023,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),study,VM.VD,VM.VD.GVD.S.LB.GRAPH,1,1,1,1,1,5,,Program graphs,,,title-only,title,Vulnerability detection with graph simplification and enhanced graph representation learning,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
woo2023v1scan,$\{$V1SCAN$\}$: Discovering 1-day Vulnerabilities in Reused $\{$C/C++$\}$ Open-source Software Components Using Code Classification Techniques,V1SCAN,2023,32nd USENIX Security Symposium (USENIX Security 23),method/tool,VM.VD,VM.VD.GVD,1,1,1,1,0,4,,,,,title-only,title,$\{$V1SCAN$\}$: Discovering 1-day Vulnerabilities in Reused $\{$C/C++$\}$ Open-source Software Components Using Code Classification Techniques,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Middleware layer,Third-party components,,Vulnerability Detection > Layer-specific Vulnerability Detection > Middleware layer > Third-party components,,taxonomy_figure,TRUE,4
wu2023learning,Learning program semantics for vulnerability detection via vulnerability-specific inter-procedural slicing,SnapVuln,2023,Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,study,VM.VD,VM.VD.GVD,1,1,1,1,0,4,,,,,title-only,title,Learning program semantics for vulnerability detection via vulnerability-specific inter-procedural slicing,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
yin_2023,Scanner++: Enhanced Vulnerability Detection of Web Applications with Attack Intent Synchronization,Scanner++,2023,ACM Trans. Softw. Eng. Methodol.,study,VM.VD,VM.VD.LSVD.APP.WEB,1,1,1,1,0,4,,,Application,,title-only,title,Scanner++: Enhanced Vulnerability Detection of Web Applications with Attack Intent Synchronization,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Web-facing vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,,taxonomy_figure,TRUE,4
yitagesu2023extraction,Extraction of phrase-based concepts in vulnerability descriptions through unsupervised labeling,Yitagesu et al.; TVD/TVDC,2023,ACM Transactions on Software Engineering and Methodology,study,VM.VD,VM.VD.GVD,1,1,1,1,1,5,,,,,title-only,title,Extraction of phrase-based concepts in vulnerability descriptions through unsupervised labeling,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Artifact Analysis,,,,Vulnerability Analysis > Artifact Analysis,,taxonomy_figure,TRUE,4
yu2023coco,"CoCo: Efficient browser extension vulnerability detection via coverage-guided, concurrent abstract interpretation",CoCo,2023,Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security,study,VM.VD,VM.VD.GVD.D.FUZZ,1,1,0,1,1,4,VM.VA,Fuzzing,,,title-only,title,"CoCo: Efficient browser extension vulnerability detection via coverage-guided, concurrent abstract interpretation",title:99-108,interpret; coverage-guided,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Ecosystem-specific vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Ecosystem-specific vulnerabilities,,taxonomy_figure,TRUE,4
yuan2023cacheql,$\{$CacheQL$\}$: Quantifying and Localizing Cache $\{$Side-Channel$\}$ Vulnerabilities in Production Software,CacheQL,2023,32nd USENIX Security Symposium (USENIX Security 23),study,unclear,unclear,0,1,1,1,1,4,,,,,title-only,title,$\{$CacheQL$\}$: Quantifying and Localizing Cache $\{$Side-Channel$\}$ Vulnerabilities in Production Software,,,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,General Vulnerability Detection,Dynamic approach,Fuzzing,,Vulnerability Detection > General Vulnerability Detection > Dynamic approach > Fuzzing,,taxonomy_figure,TRUE,4
yuan2023enhancing,Enhancing deep learning-based vulnerability detection by building behavior graph model,VulBG,2023,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),study,VM.VD,VM.VD.GVD.S.LB.GRAPH,1,0,1,1,1,4,,Program graphs,,,title-only,title,Enhancing deep learning-based vulnerability detection by building behavior graph model,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph-to-sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph-to-sequence representation,,taxonomy_figure,TRUE,4
zeng2023illation,ILLATION: Improving Vulnerability Risk Prioritization by Learning From Network,ILLATION; ILLATION dataset (NVD+ExploitDB),2023,IEEE Transactions on Dependable and Secure Computing,study,VM.VD,VM.VD.LSVD.NET.IMPL,1,1,1,1,1,5,VM.VA,,Network,,title-only,title,ILLATION: Improving Vulnerability Risk Prioritization by Learning From Network,title:39-46,priorit; risk,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Assessment and Prioritization,,,,Vulnerability Analysis > Assessment and Prioritization,,taxonomy_figure,TRUE,4
